"","Rank","Study.Results","Gender","Phases","Funded.Bys","Start.Date","Primary.Completion.Date","Completion.Date","Results.First.Posted","DaysInterval","Country","Multicentric"
"5461",5704,"No Results Available","All","Phase 1","Industry","September 2009",2012-02-01,2012-02-01,NA,NA,"Multicentric","1"
"5462",5705,"No Results Available","All","Phase 1","Other","November 2009",2013-12-31,2015-02-25,NA,NA," United States","0"
"5463",5706,"Has Results","All","Phase 2","Industry|Other","January 2010",2013-02-01,2013-02-01,2013-10-30,271," United States","0"
"5464",5707,"No Results Available","All","Phase 2","Other","May 2011",2015-07-01,2015-07-01,NA,NA,"Multicentric","1"
"5465",5708,"No Results Available","All","Phase 1","Industry","November 2009",2010-06-01,2010-06-01,NA,NA," United Kingdom","0"
"5466",5709,"No Results Available","All","Phase 1","Other","May 2010",2013-05-01,2014-05-01,NA,NA," United States","0"
"5467",5710,"No Results Available","All","Phase 1","Industry","December 2009",2012-03-01,2012-03-01,NA,NA,"Multicentric","1"
"5468",5711,"No Results Available","All","Phase 2","Industry","November 2009",2012-09-01,2012-09-01,NA,NA,"Multicentric","1"
"5469",5712,"Has Results","All","Phase 3","Other","April 2009",2011-08-01,2011-08-01,2013-11-26,848," United States","0"
"5470",5713,"No Results Available","All","Phase 1","Other","June 2008",2011-05-01,NA,NA,NA," France","0"
"5471",5714,"No Results Available","All","Phase 2","Industry|Other","June 2008",2015-04-01,2015-04-01,NA,NA," Canada","0"
"5472",5715,"Has Results","All","Phase 2","Industry|Other","August 2009",2012-12-01,2014-05-01,2014-01-14,409," United States","0"
"5473",5716,"No Results Available","All","Phase 1","Industry|Other|NIH","October 29, 2010",2017-03-23,2017-03-23,NA,NA," United States","0"
"5474",5717,"Has Results","All","Phase 2|Phase 3","Other","March 2010",2012-06-01,2012-06-01,2016-06-16,1476," Brazil","0"
"5475",5718,"Has Results","All","Phase 2","NIH","August 22, 2012",2015-08-02,NA,2016-12-28,514,"Multicentric","1"
"5476",5719,"No Results Available","All","Phase 2","Other","March 2009",2016-04-01,2016-04-01,NA,NA,"Multicentric","1"
"5477",5720,"No Results Available","All","Phase 1","Industry","June 2009",2010-08-01,2011-05-01,NA,NA,"Multicentric","1"
"5478",5721,"No Results Available","All","Phase 2","Industry|Other","July 2009",2012-12-01,2012-12-01,NA,NA,"Multicentric","1"
"5479",5722,"No Results Available","All","Phase 1","Industry","May 12, 2014",2015-06-02,2015-06-02,NA,NA," United States","0"
"5480",5723,"No Results Available","All","Phase 2","Industry|Other","March 2009",2011-11-01,2014-09-01,NA,NA,"Multicentric","1"
"5481",5724,"No Results Available","All","Phase 1","Other","March 2009",2011-03-01,2011-03-01,NA,NA," United States","0"
"5482",5725,"No Results Available","All","Phase 2","Other","August 2011",2015-02-01,2016-02-01,NA,NA,"Multicentric","1"
"5483",5726,"No Results Available","All","Phase 1","Other","January 2010",2012-09-01,NA,NA,NA," United States","0"
"5484",5727,"Has Results","All","Phase 2","Other","December 2008",2012-06-01,2013-10-23,2015-03-23,1025,"Multicentric","1"
"5485",5729,"No Results Available","All","Phase 2","Other","July 2008",2010-01-01,2012-11-01,NA,NA,"Multicentric","1"
"5486",5730,"No Results Available","All","Phase 1","Other","January 2009",2012-09-01,2014-11-01,NA,NA," United States","0"
"5487",5731,"No Results Available","All","Phase 1","NIH","June 2008",2010-03-01,2014-10-01,NA,NA," United States","0"
"5488",5732,"Has Results","All","Phase 2","Industry","May 2008",2014-03-01,2014-03-01,2015-05-25,450,"Multicentric","1"
"5489",5733,"No Results Available","All","Phase 2","Industry","March 2008",2010-01-01,2010-01-01,NA,NA,"Multicentric","1"
"5490",5734,"No Results Available","All","Phase 3","Other","February 2008",2012-12-01,2013-12-01,NA,NA,"Multicentric","1"
"5491",5736,"No Results Available","All","Phase 2|Phase 3","Other","July 29, 2013",2017-01-20,2017-08-31,NA,NA," Republic of","0"
"5492",5737,"No Results Available","Male","Phase 2|Phase 3","Other","November 2013",2014-11-01,2015-01-01,NA,NA," Egypt","0"
"5493",5738,"Has Results","All","Phase 3","Industry","March 11, 2014",2016-03-29,2016-03-29,2017-09-25,545,"Multicentric","1"
"5494",5739,"No Results Available","All","Phase 2|Phase 3","Other","January 2008",2013-10-01,2013-10-01,NA,NA,"Multicentric","1"
"5495",5740,"Has Results","All","Phase 3","Industry","January 8, 2013",2016-03-21,2016-03-21,2017-09-18,546,"Multicentric","1"
"5496",5741,"Has Results","All","Phase 2","Industry","May 2010",2014-02-01,2014-02-12,2018-04-06,1525,"Multicentric","1"
"5497",5742,"No Results Available","All","Phase 2","Other","July 2008",2011-05-01,2011-12-01,NA,NA," Republic of","0"
"5498",5743,"No Results Available","All","Phase 2","Industry","March 2009",2014-06-01,2014-06-01,NA,NA,"Multicentric","1"
"5499",5744,"No Results Available","All","Phase 2","Other","November 2010",2013-12-01,2014-06-01,NA,NA," China","0"
"5500",5745,"No Results Available","All","Phase 2","Other","November 2010",2015-12-01,2015-12-01,NA,NA,"Multicentric","1"
"5501",5746,"No Results Available","All","Phase 1","NIH|Other","June 8, 2010",2013-01-29,2018-10-01,NA,NA," United States","0"
"5502",5747,"No Results Available","All","Phase 1","Industry","October 2014",2016-02-01,2016-03-01,NA,NA,"Multicentric","1"
"5503",5748,"No Results Available","All","Phase 1|Phase 2","Other","May 2015",2016-08-01,2016-08-01,NA,NA," China","0"
"5504",5749,"No Results Available","All","Phase 1|Phase 2","Industry|Other","October 2012",2015-04-01,2015-04-01,NA,NA," United States","0"
"5505",5750,"No Results Available","All","Phase 1|Phase 2","Other","January 2010",2013-05-01,2013-12-01,NA,NA,"Multicentric","1"
"5506",5751,"Has Results","All","Phase 2","Other","September 2011",2014-04-01,2015-06-01,2015-06-11,436,"Multicentric","1"
"5507",5752,"Has Results","All","Phase 1|Phase 2","Industry","October 2010",2014-08-01,2016-04-01,2017-04-14,987,"Multicentric","1"
"5508",5753,"Has Results","All","Phase 1|Phase 2","Industry|Other","February 2009",2015-03-01,2015-03-01,2017-02-14,716,"Multicentric","1"
"5509",5754,"Has Results","All","Phase 1|Phase 2","Industry|Other","March 2009",2011-08-01,2011-08-01,2013-04-10,618," United States","0"
"5510",5755,"Has Results","All","Phase 1|Phase 2","Industry","August 2008",2013-07-01,2013-10-01,2017-09-25,1547,"Multicentric","1"
"5511",5756,"No Results Available","All","Phase 3","Other","November 2012",2016-04-01,2016-04-01,NA,NA,"Multicentric","1"
"5512",5757,"Has Results","All","Phase 4","Other","December 2010",2014-01-01,2014-03-01,2015-02-11,406,"Multicentric","1"
"5513",5758,"No Results Available","Female","Phase 3","Other","August 2012",2017-07-18,2017-07-18,NA,NA," United States","0"
"5514",5759,"No Results Available","All","Phase 2","Industry","August 2011",2014-02-01,2015-01-01,NA,NA,"Multicentric","1"
"5515",5760,"No Results Available","All","Phase 2","Industry","December 2010",2012-03-01,2012-03-01,NA,NA,"Multicentric","1"
"5516",5761,"No Results Available","All","Phase 2","Industry","April 2009",2011-07-01,2011-09-01,NA,NA,"Multicentric","1"
"5517",5762,"Has Results","All","Phase 1","Industry","January 2014",2015-04-01,2017-01-01,2016-05-04,399,"Multicentric","1"
"5518",5763,"Has Results","All","Phase 3","Industry","April 2008",2012-04-01,2015-04-01,2013-06-04,429,"Multicentric","1"
"5519",5764,"No Results Available","All","Phase 4","Industry|Other","May 2014",2015-08-01,2015-08-01,NA,NA," United States","0"
"5520",5765,"Has Results","All","Phase 2","Other","August 20, 2014",2016-06-10,2016-09-18,2017-07-18,403," United States","0"
"5521",5766,"Has Results","All","Phase 2","NIH","October 17, 2010",2011-08-09,2011-08-09,2015-01-16,1256," United States","0"
"5522",5767,"Has Results","All","Phase 1|Phase 2","Industry|Other","April 2008",2008-08-01,2009-04-01,2010-11-03,824," Netherlands","0"
"5523",5768,"No Results Available","Male","Phase 1","Industry","October 2013",2014-05-01,2014-05-01,NA,NA," United Kingdom","0"
"5524",5769,"Has Results","All","Phase 2","Industry","January 2008",2009-09-01,2014-11-01,2015-01-07,1954,"Multicentric","1"
"5525",5770,"No Results Available","All","Phase 2","Industry","April 2012",2015-05-01,2015-05-01,NA,NA,"Multicentric","1"
"5526",5771,"Has Results","Female","Phase 4","Industry|Other","February 2010",2011-06-01,2011-06-01,2012-10-23,510," United States","0"
"5527",5772,"Has Results","All","Phase 2","Industry|Other","April 2009",2013-04-01,2013-04-01,2016-10-31,1309," United States","0"
"5528",5773,"No Results Available","All","Phase 2|Phase 3","Industry|Other","November 2008",2011-12-01,2011-12-01,NA,NA," United States","0"
"5529",5774,"No Results Available","All","Phase 4","Other","May 2014",2016-11-01,2016-11-01,NA,NA," Canada","0"
"5530",5775,"Has Results","All","Phase 3","Industry","November 12, 2013",2016-03-28,2016-03-28,2017-05-08,406,"Multicentric","1"
"5531",5776,"No Results Available","All","Phase 1|Phase 2","Industry","June 2016",2017-08-01,2018-06-20,NA,NA,"Multicentric","1"
"5532",5778,"No Results Available","All","Phase 4","Other","August 2008",2009-08-01,2009-08-01,NA,NA," Thailand","0"
"5533",5780,"Has Results","All","Phase 3","Industry","July 2009",2010-10-01,2012-04-01,2013-05-27,969,"Multicentric","1"
"5534",5781,"Has Results","All","Phase 4","Other","June 2013",2015-05-01,2015-05-01,2018-10-26,1274," Republic of","0"
"5535",5782,"No Results Available","All","Phase 2","Other","March 2015",2017-08-01,2017-08-01,NA,NA," Denmark","0"
"5536",5783,"No Results Available","All","Phase 2","Industry","October 2014",2016-04-01,2016-07-01,NA,NA,"Multicentric","1"
"5537",5784,"No Results Available","All","Phase 1","Industry","January 22, 2015",2015-05-20,2018-10-17,NA,NA,"Multicentric","1"
"5538",5785,"Has Results","All","Phase 1","NIH|Other","January 2015",2015-06-01,NA,2017-07-05,765," United States","0"
"5539",5786,"Has Results","All","Phase 2","Industry","January 7, 2015",2015-11-11,2016-08-18,2018-01-10,791,"Multicentric","1"
"5540",5787,"No Results Available","All","Phase 3","Other","January 2014",2015-10-01,2015-10-01,NA,NA," Republic of","0"
"5541",5788,"No Results Available","All","Phase 3","Industry","January 2014",2017-05-01,2017-05-01,NA,NA,"Multicentric","1"
"5542",5789,"No Results Available","All","Phase 1","Industry|Other","June 2010",2014-08-01,2014-11-01,NA,NA," Netherlands","0"
"5543",5790,"No Results Available","All","Phase 2","Other","July 2012",2015-06-01,2015-06-01,NA,NA," Netherlands","0"
"5544",5791,"No Results Available","All","Phase 1","Industry","July 2013",2016-11-01,2016-11-01,NA,NA,"Multicentric","1"
"5545",5792,"No Results Available","All","Phase 2","Other","October 2012",2017-07-11,2017-07-11,NA,NA,"Multicentric","1"
"5546",5793,"Has Results","All","Phase 2","Industry|Other","March 6, 2013",2015-07-27,2016-12-28,2018-08-21,1121,"Multicentric","1"
"5547",5794,"Has Results","All","Phase 2","Other","January 2013",2015-12-01,2016-01-01,2017-11-07,707," Canada","0"
"5548",5795,"No Results Available","All","Phase 2","Other","June 2012",2016-10-01,2016-10-01,NA,NA," Singapore","0"
"5549",5796,"No Results Available","All","Phase 2","Other","May 2012",2015-01-01,2015-01-01,NA,NA,"Multicentric","1"
"5550",5797,"No Results Available","All","Phase 1","Industry","May 2012",2013-06-01,2013-06-01,NA,NA,"Multicentric","1"
"5551",5798,"No Results Available","All","Phase 2","Industry|Other","October 2011",2017-03-01,2017-07-01,NA,NA," Germany","0"
"5552",5799,"No Results Available","All","Phase 2","Industry","May 2012",2015-11-01,2016-08-01,NA,NA,"Multicentric","1"
"5553",5800,"No Results Available","All","Phase 2","Other","June 2010",2014-05-01,2014-05-01,NA,NA," United States","0"
"5554",5801,"No Results Available","All","Phase 1","Other","February 2012",2014-11-01,2015-02-01,NA,NA,"Multicentric","1"
"5555",5802,"Has Results","All","Phase 2","Industry","November 2011",2014-11-01,2016-02-01,2016-03-28,513,"Multicentric","1"
"5556",5803,"No Results Available","All","Phase 1","Other","July 2011",2012-05-01,2012-05-01,NA,NA," Canada","0"
"5557",5804,"No Results Available","All","Phase 3","Industry|Other","September 2011",2015-12-01,2016-05-01,NA,NA,"Multicentric","1"
"5558",5805,"No Results Available","All","Phase 1","Industry","October 2011",2014-05-01,2015-02-01,NA,NA,"Multicentric","1"
"5559",5806,"No Results Available","All","Phase 2","Industry","April 2011",2015-02-01,2015-03-01,NA,NA,"Multicentric","1"
"5560",5807,"Has Results","All","Phase 2","Other","January 2011",2013-08-01,2016-04-01,2014-08-08,372,"Multicentric","1"
"5561",5808,"Has Results","All","Phase 3","Industry","March 2011",2015-01-01,2016-08-01,2017-02-28,789,"Multicentric","1"
"5562",5809,"No Results Available","All","Phase 1","Other","March 2011",2016-05-01,2016-09-21,NA,NA,"Multicentric","1"
"5563",5810,"No Results Available","All","Phase 2","Other","February 2010",2010-12-01,2013-10-01,NA,NA," United States","0"
"5564",5811,"No Results Available","All","Phase 2","Industry|Other","October 2014",2017-05-01,2017-06-01,NA,NA,"Multicentric","1"
"5565",5812,"Has Results","All","Phase 2","Other","September 2011",2016-02-01,2016-02-01,2017-04-17,441,"Multicentric","1"
"5566",5813,"No Results Available","All","Phase 3","Other","January 2009",2012-01-01,2012-06-01,NA,NA," Republic of","0"
"5567",5814,"Has Results","All","Phase 2","NIH|Other","October 2010",2015-04-01,2015-04-01,2015-10-05,187,"Multicentric","1"
"5568",5815,"No Results Available","All","Phase 3","Industry","July 2010",2013-03-01,2013-03-01,NA,NA,"Multicentric","1"
"5569",5816,"No Results Available","All","Phase 2","Other","March 2009",2012-01-01,2012-02-01,NA,NA," Republic of","0"
"5570",5817,"Has Results","All","Phase 2","Industry","June 2010",2013-09-01,2017-03-10,2016-12-07,1193,"Multicentric","1"
"5571",5818,"No Results Available","All","Phase 2","Other","January 2010",2012-01-01,2013-01-01,NA,NA," France","0"
"5572",5819,"No Results Available","All","Phase 1","Other","September 2010",2012-02-01,2012-02-01,NA,NA," Norway","0"
"5573",5820,"No Results Available","All","Phase 2","Other","March 2010",2013-01-01,2014-01-01,NA,NA,"Multicentric","1"
"5574",5821,"No Results Available","All","Phase 1","Industry|Other","September 2010",2017-07-01,2017-08-22,NA,NA," United States","0"
"5575",5822,"No Results Available","All","Phase 2","Other","March 2008",2011-10-01,2011-12-01,NA,NA," Spain","0"
"5576",5824,"No Results Available","All","Phase 1|Phase 2","Other","November 2012",2015-05-01,2016-01-01,NA,NA,"Multicentric","1"
"5577",5825,"Has Results","All","Phase 2","NIH","June 2009",2010-08-01,2011-06-01,2013-11-21,1208,"Multicentric","1"
"5578",5826,"No Results Available","All","Phase 2","Industry|Other","May 2010",2013-09-01,2013-09-01,NA,NA,"Multicentric","1"
"5579",5827,"No Results Available","All","Phase 1","NIH|Other","February 2009",2012-09-01,2013-04-30,NA,NA," United States","0"
"5580",5828,"Has Results","All","Phase 3","Industry","November 2008",2012-08-01,2014-08-01,2014-09-16,776,"Multicentric","1"
"5581",5829,"No Results Available","All","Phase 2","Other","November 2008",2009-04-01,2012-01-01,NA,NA," Belgium","0"
"5582",5830,"No Results Available","All","Phase 2","Industry","March 31, 2008",2017-05-17,2017-05-17,NA,NA,"Multicentric","1"
"5583",5831,"Has Results","All","Phase 3","Industry","October 2008",2010-11-01,2012-12-01,2011-12-21,415,"Multicentric","1"
"5584",5832,"No Results Available","All","Phase 3","Industry","June 2008",2013-04-01,2013-04-01,NA,NA,"Multicentric","1"
"5585",5833,"No Results Available","All","Phase 1","Industry","January 2008",2012-01-01,2012-12-01,NA,NA," United States","0"
"5586",5834,"Has Results","Male","Phase 2","Industry","October 2010",2011-12-01,2011-12-01,2014-07-24,966,"Multicentric","1"
"5587",5835,"No Results Available","All","Phase 2","Industry","October 2010",2016-05-01,2016-05-01,NA,NA,"Multicentric","1"
"5588",5836,"No Results Available","All","Phase 1|Phase 2","Other","August 2008",2013-07-01,NA,NA,NA,"Multicentric","1"
"5589",5837,"Has Results","All","Phase 2","Industry|Other","September 2012",2014-08-01,2014-08-01,2016-01-21,538," United States","0"
"5590",5838,"Has Results","Female","Phase 4","Industry","September 2009",2015-02-01,2015-02-01,2011-05-02,-1371,"Multicentric","1"
"5591",5839,"No Results Available","All","Phase 2","Other","January 2008",2011-11-01,2011-11-01,NA,NA,"Multicentric","1"
"5592",5840,"Has Results","All","Phase 2","Industry","May 2010",2012-11-01,2013-06-01,2014-04-17,532,"Multicentric","1"
"5593",5841,"No Results Available","All","Phase 2","Other","February 2008",2009-08-01,2010-02-01,NA,NA,"Multicentric","1"
"5594",5842,"No Results Available","All","Phase 4","Other","July 2008",2010-09-01,2010-11-01,NA,NA," China","0"
"5595",5843,"Has Results","Female","Phase 3","Industry","May 2009",2015-01-01,2015-01-01,2011-04-27,-1345,"Multicentric","1"
"5596",5844,"Has Results","Female","Phase 3","Industry","March 2008",2013-06-01,2014-04-01,2017-01-06,1315,"Multicentric","1"
"5597",5845,"No Results Available","Female","Phase 2","Industry","December 2014",2017-05-01,2017-05-01,NA,NA,"Multicentric","1"
"5598",5846,"Has Results","All","Phase 3","Industry","October 2008",2010-04-01,2016-09-01,2012-12-21,995,"Multicentric","1"
"5599",5847,"Has Results","All","Phase 1|Phase 2","Industry|Other","December 2010",2015-07-01,2017-01-01,2017-05-25,694,"Multicentric","1"
"5600",5848,"No Results Available","All","Phase 3","Other","December 2013",2015-11-01,2016-04-01,NA,NA," Netherlands","0"
"5601",5849,"No Results Available","All","Phase 1","Other","September 1, 2015",2016-09-30,2017-09-20,NA,NA," Republic of","0"
"5602",5850,"No Results Available","All","Phase 1","Other","May 2014",2015-08-01,2015-08-01,NA,NA," Republic of","0"
"5603",5852,"No Results Available","All","Phase 2","Industry|Other","November 2013",2016-03-01,2018-04-01,NA,NA," France","0"
"5604",5853,"No Results Available","All","Phase 2","Other","September 20, 2013",2016-11-30,2016-11-30,NA,NA," United States","0"
"5605",5854,"Has Results","All","Phase 2","Other","November 2009",2012-11-01,2013-01-01,2017-09-15,1779," United States","0"
"5606",5855,"No Results Available","All","Phase 1","Industry","February 2008",2010-01-01,2010-01-01,NA,NA,"Multicentric","1"
"5607",5856,"No Results Available","All","Phase 1","Other","October 2009",2011-10-01,2012-10-01,NA,NA," Netherlands","0"
"5608",5857,"No Results Available","All","Phase 2","Other","October 2008",2011-02-01,2011-04-01,NA,NA," Canada","0"
"5609",5858,"No Results Available","All","Phase 3","Other","January 2008",2012-12-01,2014-10-01,NA,NA,"Multicentric","1"
"5610",5859,"No Results Available","All","Phase 2","Other","July 2010",2014-12-01,2014-12-01,NA,NA,"Multicentric","1"
"5611",5860,"No Results Available","All","Phase 1","Other","November 2010",2011-08-01,2012-08-01,NA,NA," United States","0"
"5612",5861,"No Results Available","All","Phase 1","NIH","July 2008",2013-06-01,2013-12-01,NA,NA,"Multicentric","1"
"5613",5862,"Has Results","All","Phase 2","NIH","June 2008",2010-10-01,2011-07-01,2014-02-20,1238,"Multicentric","1"
"5614",5863,"No Results Available","All","Phase 1|Phase 2","Industry","June 2008",2010-11-01,2010-11-01,NA,NA,"Multicentric","1"
"5615",5864,"No Results Available","All","Phase 2","Industry","April 2008",2009-08-01,2009-12-01,NA,NA,"Multicentric","1"
"5616",5865,"Has Results","All","Phase 4","NIH|Other","March 2009",2013-11-01,2014-01-01,2015-04-14,529,"Multicentric","1"
"5617",5866,"No Results Available","All","Phase 3","Industry","November 2011",2013-02-01,2013-02-01,NA,NA," Japan","0"
"5618",5867,"No Results Available","All","Phase 4","Other","November 2011",2013-04-01,2013-10-01,NA,NA,"Multicentric","1"
"5619",5868,"No Results Available","All","Phase 2","Industry","October 15, 2014",2016-07-31,2017-11-01,NA,NA,"Multicentric","1"
"5620",5869,"No Results Available","All","Phase 1","Industry","April 2009",2013-01-01,2013-01-01,NA,NA,"Multicentric","1"
"5621",5870,"Has Results","All","Phase 1","Other","July 2009",2015-07-01,2016-05-01,2017-02-28,608," United States","0"
"5622",5871,"No Results Available","All","Phase 2","Other","June 2009",2012-01-01,2013-01-01,NA,NA," France","0"
"5623",5872,"No Results Available","All","Phase 1","Other","November 17, 2009",2012-09-12,2012-09-12,NA,NA,"Multicentric","1"
"5624",5873,"Has Results","All","Phase 2","Industry|Other","December 2011",2015-03-01,2015-03-01,2016-04-07,403,"Multicentric","1"
"5625",5874,"Has Results","All","Phase 2","Industry","February 2008",2009-04-01,2011-01-01,2010-05-27,421,"Multicentric","1"
"5626",5875,"No Results Available","All","Phase 1","Industry|Other","July 2011",2014-09-01,2016-10-01,NA,NA," United States","0"
"5627",5876,"Has Results","All","Phase 2|Phase 3","Industry","October 2010",2011-11-01,2011-11-01,2016-08-25,1759," United States","0"
"5628",5877,"No Results Available","All","Phase 1","NIH|Other","April 21, 2010",2015-01-01,NA,NA,NA," United States","0"
"5629",5878,"Has Results","All","Phase 2","Industry","February 2015",2015-11-01,2015-11-01,2017-12-13,773,"Multicentric","1"
"5630",5879,"No Results Available","All","Phase 1","Industry|Other","June 2008",2016-02-01,2016-09-01,NA,NA," United States","0"
"5631",5880,"Has Results","All","Phase 2","Industry","October 2012",2013-07-01,2013-07-01,2015-01-08,556," United States","0"
"5632",5881,"Has Results","All","Phase 2","Industry|Other|NIH","July 2010",2012-06-22,2014-03-04,2017-03-29,1741,"Multicentric","1"
"5633",5882,"Has Results","All","Phase 2","Industry","February 2010",2011-10-01,2011-10-01,2015-01-15,1202,"Multicentric","1"
"5634",5883,"No Results Available","All","Phase 2","Industry","September 16, 2013",2014-10-08,2014-10-08,NA,NA,"Multicentric","1"
"5635",5884,"No Results Available","All","Phase 3","Industry","September 2008",2010-11-01,2010-11-01,NA,NA,"Multicentric","1"
"5636",5885,"No Results Available","All","Phase 2|Phase 3","Other","January 2008",2015-12-01,2015-12-31,NA,NA," China","0"
"5637",5886,"No Results Available","All","Phase 1|Phase 2","Industry","April 2011",2015-06-23,2015-06-23,NA,NA,"Multicentric","1"
"5638",5887,"Has Results","All","Phase 3","NIH|Other","September 2011",2017-06-01,2017-06-01,2018-06-25,389,"Multicentric","1"
"5639",5888,"No Results Available","All","Phase 2|Phase 3","Other","June 15, 2010",2017-02-25,2017-02-25,NA,NA," France","0"
"5640",5889,"Has Results","All","Phase 1|Phase 2","NIH","January 2011",2013-10-01,2013-10-01,2014-10-08,372," United States","0"
"5641",5891,"No Results Available","All","Phase 1|Phase 2","Industry","June 2008",2010-01-01,2010-01-01,NA,NA,"Multicentric","1"
"5642",5892,"No Results Available","All","Phase 1|Phase 2","Industry|Other","March 2009",2011-03-01,2011-05-01,NA,NA,"Multicentric","1"
"5643",5893,"Has Results","All","Phase 2","NIH","February 2008",2009-01-01,2012-11-01,2015-07-30,2401,"Multicentric","1"
"5644",5894,"No Results Available","All","Phase 2","Industry","September 2015",2017-01-01,2017-01-01,NA,NA,"Multicentric","1"
"5645",5895,"No Results Available","All","Phase 1|Phase 2","Industry","April 2010",2011-03-01,2011-03-01,NA,NA," United States","0"
"5646",5896,"No Results Available","Female","Phase 3","Industry","January 2010",2011-07-01,2011-07-01,NA,NA," Norway","0"
"5647",5897,"No Results Available","All","Phase 2","Industry","September 2013",2014-05-01,2014-06-01,NA,NA,"Multicentric","1"
"5648",5898,"No Results Available","All","Phase 1|Phase 2","Other","April 2012",2016-03-01,2016-03-01,NA,NA," Switzerland","0"
"5649",5899,"Has Results","All","Phase 1|Phase 2","Other","December 2010",2013-04-01,2013-12-01,2014-06-12,437," United States","0"
"5650",5900,"Has Results","All","Phase 3","Industry","June 10, 2015",2017-03-15,2017-03-15,2018-05-18,429,"Multicentric","1"
"5651",5901,"No Results Available","All","Phase 1|Phase 2","Other","August 2008",2015-08-01,2015-08-01,NA,NA," Switzerland","0"
"5652",5902,"No Results Available","All","Phase 2","Industry","October 2014",2015-04-01,2015-06-01,NA,NA,"Multicentric","1"
"5653",5903,"No Results Available","All","Phase 2","Industry","November 2014",2015-06-01,2015-12-01,NA,NA,"Multicentric","1"
"5654",5904,"Has Results","All","Phase 3","Industry","March 2010",2014-02-01,2014-11-01,2014-10-16,257,"Multicentric","1"
"5655",5905,"No Results Available","All","Phase 2|Phase 3","Other","December 2008",2011-08-01,2011-10-01,NA,NA," China","0"
"5656",5906,"Has Results","All","Phase 3","Industry","August 2009",2011-05-01,2013-04-01,2013-12-13,957,"Multicentric","1"
"5657",5907,"Has Results","All","Phase 3","Industry","March 25, 2014",2016-11-04,2017-06-26,2017-11-17,378,"Multicentric","1"
"5658",5908,"Has Results","All","Phase 3","Industry","August 13, 2013",2014-11-12,2015-01-08,2017-03-27,866,"Multicentric","1"
"5659",5909,"Has Results","All","Phase 3","Industry","March 12, 2013",2014-04-14,2014-05-09,2017-03-27,1078,"Multicentric","1"
"5660",5910,"Has Results","All","Phase 3","Industry","July 2013",2015-07-01,2015-07-01,2017-03-27,635,"Multicentric","1"
"5661",5911,"Has Results","All","Phase 3","Industry","March 12, 2013",2014-05-22,2014-06-12,2017-03-27,1040,"Multicentric","1"
"5662",5912,"No Results Available","All","Phase 1|Phase 2","Other","March 2012",2016-04-01,2016-04-01,NA,NA," Taiwan","0"
"5663",5913,"No Results Available","All","Phase 1|Phase 2","Industry","October 2009",2011-03-01,2011-04-01,NA,NA," Italy","0"
"5664",5914,"Has Results","All","Phase 1|Phase 2","Other","February 2012",2013-11-01,2013-11-01,2015-10-07,705," United States","0"
"5665",5915,"Has Results","All","Phase 1|Phase 2","Industry","February 2012",2015-11-01,2016-02-01,2017-07-14,621,"Multicentric","1"
"5666",5916,"Has Results","All","Phase 3","Industry","May 2011",2012-04-01,2012-04-01,2013-06-06,431,"Multicentric","1"
"5667",5917,"Has Results","All","Phase 1","Industry","January 2011",2015-08-01,2015-09-01,2016-12-19,506,"Multicentric","1"
"5668",5918,"Has Results","All","Phase 2","Industry","October 2009",2010-05-01,2010-05-01,2011-06-17,412,"Multicentric","1"
"5669",5919,"Has Results","All","Phase 4","Industry","November 2009",2011-05-01,2011-05-01,2012-06-20,416,"Multicentric","1"
"5670",5920,"No Results Available","All","Phase 1|Phase 2","Industry","February 2012",2014-09-01,2014-09-01,NA,NA," Germany","0"
"5671",5921,"Has Results","All","Phase 1|Phase 2","Industry|Other","September 2010",2013-03-11,2013-03-11,2018-02-13,1800," United States","0"
"5672",5922,"Has Results","All","Phase 4","Industry|Other","February 2009",2013-05-01,2013-09-01,2014-08-05,461,"Multicentric","1"
"5673",5924,"Has Results","All","Phase 2","Industry","July 2008",2009-12-01,2009-12-01,2011-04-19,504,"Multicentric","1"
"5674",5925,"Has Results","All","Phase 2","Industry","April 2008",2009-03-01,2009-03-01,2010-04-02,397,"Multicentric","1"
"5675",5926,"No Results Available","Female","Phase 3","Other","July 2015",2016-12-01,2017-07-01,NA,NA," Bangladesh","0"
"5676",5927,"No Results Available","All","Phase 1","Other","January 2012",2015-12-01,2015-12-01,NA,NA," Republic of","0"
"5677",5928,"No Results Available","All","Phase 1","Industry","March 28, 2017",2017-07-17,2017-07-17,NA,NA,"Multicentric","1"
"5678",5930,"No Results Available","All","Phase 2","Industry","January 2012",2013-05-01,2013-05-01,NA,NA,"Multicentric","1"
"5679",5931,"No Results Available","All","Phase 4","Industry","December 2013",2016-10-01,2017-02-01,NA,NA,"Multicentric","1"
"5680",5932,"No Results Available","All","Phase 1","Other","March 2011",2013-02-01,2013-09-01,NA,NA," Republic of","0"
"5681",5933,"Has Results","All","Phase 2","Industry|Other","August 2014",2016-04-01,2016-06-01,2016-12-13,256,"Multicentric","1"
"5682",5934,"Has Results","Female","Phase 2","Industry","May 15, 2014",2016-05-04,2016-05-04,2017-12-08,583,"Multicentric","1"
"5683",5935,"No Results Available","All","Phase 1|Phase 2","Industry|Other","June 2009",2015-09-01,2015-09-01,NA,NA," United States","0"
"5684",5936,"No Results Available","Female","Phase 3","Other","June 2013",2014-06-01,2014-07-01,NA,NA," Egypt","0"
